x,y
0.016262469204532115,-0.010024100113428469
-0.006399779359131552,0.009725189426626923
-0.010558730098388203,-0.009550414450485656
-0.009981308946713396,0.004876936006136312
0.00022853598220179405,0.015454623703699988
0.009068899717205814,-0.005297259866573756
0.003272355286917661,0.021817284088350652
0.009013964593238166,-0.021534790961811934
-0.016577216431703234,0.007428275884431623
-0.00845278025755275,0.003632840907944468
0.011643122537233097,-0.011260633270605946
-0.008681131063334624,-0.0005515453677558124
0.008836484480319096,0.004989124565631997
0.007248930295025213,-0.0026059868597250735
-0.004923815939848197,-0.0070995436924340405
